topic,ask_code,en,ko,ru,zh,mn,note
vg3,vg039,forepart of collar,앞섶,передняя часть воротника,大襟(衣服的前襟）,энгэр,
vg2,vg038,sleeve,소매,рукава,袖子,ханцуй,
vg2,vg037,collar,옷깃,воротник,领子,хувцасны зах,
vg2,vg036,waistband,허리띠(바지용),ремень,裤腰带,тэлээ,
vg2,vg035,belt,허리띠(장식용),ремень (аксессуар),腰带,бүс,
vg2,vg034,lined clothes,겹옷,"одежда, сшитая из ткани в два слоя (на подкладке)",夹衣,дотортой хувцас,
vg1,vg033,underwear,속옷,нижнее белье,衬衣(内衣),дотуур хувцас,
vg2,vg032,towel,면 수건,полотенце,毛巾,хөвөн алчуур,
vg1,vg031,fur boots,털가죽 장화,кожаные сапоги c мехом,毛皮靴,үстэй гутал,
vg1,vg066,galoshes,덧신(방수용),галоши,套鞋,усны гутал,
vg1,vg065,moccasins,펠트화(겨울장화),валенки,高长靴,эсгий гутал,
vg1,vg030,boots,장화,сапоги,靴(靴子的+),түрийтэй гутал,
vg1,vg029,shoes,신발,обувь,鞋/鞋子(穿鞋的+),гутал,
vg2,vg028,socks,양말,носки,袜子,оймс,
vg2,vg027,mitten,장갑(벙어리+),"варежки, рукавицы",手套(不分手指的+),ганц хурууны бээлий,
vg2,vg026,gloves,장갑,перчатки,手套,бээлий ,
vg2,vg025,slippers,슬리퍼,тапочки,拖鞋,углааш,
vg2,vg024,hemp cloth,마(麻)/아마,лён,纤麻,олс,
vg2,vg023,silk,비단,шёлк,绸子,торго,
vg2,vg022,cotton,목화/솜,хлопок,棉花,хөвөн,
vg2,vg021,cotton fabric,면(綿),хлопчатобумажная ткань,棉(棉花的+),хөвөн даавуу,
vg3,vg020,"cloth, fabric",직물,,织品,сүлжмэл эдлэл,
vg1,vg019,cloth,천/옷감,ткань,布(布料的+),бөс даавуу,
vg1,vg018,wool,양털,овечья шерсть,羊毛,хонины ноос,
vg2,vg017,silk thread,명주실,шёлковая нитка,丝(丝绸的+),торгон утас,
vg1,vg052,sew,바느질하다,шить,缝(缝衣服的+),оёх,
vg1,vg050,needle,바늘/침(針),иголка,针(缝衣服用的+),зүү,
vg1,vg016,thread,실,нитка,线(缝衣服线的+),утас,
vg2,vg015,a hemp hood,두건,,头巾,,
vg1,vg014,hat,모자(챙이 있는+),шляпа,帽子(有沿儿的+),саравчтай малгай,
vg1,vg013,fur hat,털모자,шапка (меховая),毛皮帽子,үстэй малгай,
vg1,vg012,headgear,모자(총칭),головной убор,帽子(总称),малгай,
vg1,vg067,fur coat,모피 외투,шуба,毛皮外套儿,ангийн үсээр хийсэн пальто,
vg1,vg011,fur clothes,모피옷,одежда из меха,皮袄,ангийн үсээр хийсэн хувцас,
vg1,vg010,fur,털가죽/모피,мех,毛皮,ангийн үс,
vg1,vg009,leather garment,가죽옷,"одежда из кожи, кожаная одежда",皮衣,арьсан хувцас,
vg1,vg008,leather,가죽,шкура (напр. овечья),皮革,арьс шир,
vg1,vg007,skirt,치마,юбка,裙子,банзал,
vg2,vg006,outer trousers,덧바지,вторые штаны (надеваемые поверх первых),套裤,богино өмд,
vg1,vg005,trousers,바지,"штаны, брюки",裤子,өмд,
vg2,vg069,shirt,셔츠,рубашка,衬衫,цамц,
vg2,vg068,jacket,재킷,пиджак,夹克,хүрэм,
vg2,vg004,upper garment,상의,,上衣,дээгүүр хувцас,
vg1,vg003,take off,벗다(옷을+),раздеваться,脱(脱衣服的+),тайлах,
vg1,vg002,put on,입다(옷을+),одеваться,穿(穿衣服的+),өмсөх,
vg1,vg001,clothes,옷,одежда,衣服,хувцас,
vl3,vl187,bunch,다발/묶음,пучок,捆(一捆小麦的+)/束,баглаа,
vl3,vl186,crop,농작물/작물,культура (напр. рис),庄稼,таримал ургамал,
vl3,vl185,harvest,수확물,урожай,收获物,ургац,
vl3,vl184,souvenir,기념품,сувенир,纪念品,бэлэг дурсгал,
vl3,vl183,decoration,장식,украшение,装饰(美丽的装饰的+),чимэглэл,
vl3,vl182,embroidery,자수,вышивка,刺绣,хатгамал,
vl1,vl181,"present, gift",선물,подарок,礼物,бэлэг,
vl3,vl180,chain,사슬,цепь,链子,гинж,
vl3,vl179,wire,철사,проволока,铁丝,төмөр утас,
vl3,vl178,"tube, pipe",대롱,трубочка,管子(管道的+),гуурс,
vl3,vl177,harpoon,작살,острога,鱼叉,загасны сэрээ,
vl1,vl176,fishing net,그물,сеть (напр. рыболовная),鱼网,тор,
vl3,vl175,hook (for fishing),낚싯바늘,рыболовный крючок,鱼钩,загасны дэгээ,
vl3,vl174,fishing-line,낚싯줄,леска,钓鱼线,загасны уурганы утас,
vl3,vl173,fishing-rod,낚싯대,удилище,钓鱼竿,загасны уурга,
vl3,vl172,"pole, bar, stick, stalk, rod",장대,шест,竿子,шургааг мод,
vl3,vl171,glue,풀(붙이는),клей,浆糊',цавуу,
vl3,vl170,rubber,고무,резина,橡皮,хаймар,
vl3,vl169,petroleum,석유,нефть,煤油,газрын тос,
vl3,vl168,electricity,전기(電氣),электричество,电(电灯的+),цахилгаан,
vl3,vl167,fuel,땔감/연료,топливо,燃料,түлш,
vl3,vl166,"timber, wood",목재,древесина,木材,мод,
vl3,vl165,"scrap, rubbish",쓰레기,мусор,垃圾,хог,
vl3,vl164,material,재료,материал,材料,материал,
vl3,vl163,bubble,거품,пена,泡沫,хөөс,
vl1,vl162,smoke,연기,дым,烟(冒烟的+),утаа,
vl3,vl161,"steam, vapor",김,пар,蒸汽,уур,
vl3,vl160,soot,그을음,сажа,锅烟子(锅底的灰),хөө тортог,
vl3,vl159,mote,티끌,соринка,尘埃,хир буртаг,
vl1,vl158,dust,먼지,пыль,灰尘,тоос,
vl3,vl157,"powder, flour",가루,порошок,粉(粉末的+),нунтаг,
vl3,vl156,lacquer,옻칠,"лакировка, покрытие лаком",漆(油漆的+),чий ,
vl3,vl155,ashes,재,"пепел, зола",烟灰/炉灰,үнс,
vl3,vl154,electric lamp,전등,электрическая лампа,电灯,чийдэн,
vl3,vl153,candle,양초,свеча,蜡烛,лаа,
vl3,vl152,brush,솔,щётка,刷子,сойз,
vl1,vl151,scissors,가위,ножницы,剪子,хайч,
vl3,vl150,wooden comb,나무 빗,деревянная расчёска,木梳,модон сам,
vl1,vl190,a coarse comb,얼레빗,редкий гребень,梳子,сийрэг шүдтэй сам,
vl1,vl189,a bamboo comb,참빗,частый гребень,篦子,нарийн шүдтэй сам,
vl1,vl149,comb,빗(총칭),расчёска,梳子,сам,
vl3,vl148,ladder,사다리,лестница (напр. пожарная),梯子,шат,
vl3,vl147,"blade, edge",날(刃),лезвие,刀韧,ир,
vl3,vl146,knife,작은 칼,ножик,小刀,тонгорог,
vl3,vl145,dust cloth,걸레,тряпка,抹布(擦炕的抹布的+),шалны алчуур,
vl3,vl144,soap,비누,мыло,肥皂/香皂,саван,
vl1,vl143,mirror,거울,зеркало,镜子,толь,
vl3,vl142,washbasin,세숫대야,тазик (для умывания),脸盆,нүүр угаах сав,
vl3,vl141,basin,대야,тазик,盆(脸盆的+),түмпэн,
vl3,vl140,bucket,양동이,ведро,铝皮水桶,хувин,
vl3,vl139,tin,통,бочка,桶(水桶的+),торх,
vl3,vl138,broom,빗자루,"метла, веник",扫帚,шүүр,
vl2,vl137,key,열쇠,ключ,钥匙,түлхүүр,
vl2,vl136,lock,자물쇠,замок (дверной),锁(钥匙和锁的+),цоож,
vl2,vl194,camel/sheep/goat dung,"낙타, 양, 염소의 똥","помёт верблюда, козы, овцы",,хоргол,
vl2,vl193,horse dung,말똥,помёт лошади,,хомоол,
vl2,vl192,cattle dung,쇠똥(연료),коровий помёт (топливо),,аргал,
vl2,vl135,cattle dung,쇠똥,коровий помёт,牛粪,үхрийн баас,
vl3,vl134,manure,비료,удобрение,肥料,бордоо,
vl1,vl133,basket,바구니/광주리,корзина,篮子/筐子,сийрсэн сав,
vl2,vl132,sieve,체,"решето, сито",筛子,шигшүүр,
vl2,vl131,winnow,키,веялка,簸箕,тарианы дэвүүр,
vl2,vl130,hammer,방망이,дубинка,槌子(木制的+),цохиур,
vl2,vl129,stick,막대기/몽둥이,палка,棍子,"саваа, шийдэм, муна",
vl1,vl128,whip,채찍,"кнут, бич",鞭子,ташуур,
vl2,vl127,tether,소 끈,привязь для коров,牛缰绳,аргамжаа,
vl2,vl188,long trap??,장대올가미,шест с петлей,套马竿,уурга,
vl1,vl126,thill,끌채,оглобля,车辕,арал,
vl1,vl125,horseshoe,편자,подкова,马掌,тах,
vl1,vl124,rein(s),고삐,вожжи,缰绳,жолоо,
vl1,vl191,yoke (n.),멍에,"ярмо, хомут",轭子/马轭,буулга,
vl1,vl123,bridle,굴레,"узда, уздечка",笼头,ногт,
vl1,vl122,footstall,등자,стремя,马镫子,дөрөө,
vl2,vl121,cushion,깔개(안장 밑의+),прокладка под седлом,鞍垫子,"гөлөм, тохом",
vl1,vl120,saddle,안장,седло,鞍(马鞍子的+),эмээл,
vl2,vl119,saddle-girth,뱃대끈,подпруга,马肚带,олом,
vl1,vl118,bit,재갈,удила,马嚼子,амгай,
vl2,vl117,scale,저울,весы,秤(杆秤的+),жинлүүр,
vl2,vl116,"awl, gimlet",송곳,шило,锥子,"шөвөг, өрөм",
vl2,vl115,tongs/pliers,집게/펜치,щипцы,钳子,бахь,
vl2,vl114,rasp,줄,напильник,锉(锉刀的+),хуурай,
vl3,vl113,adz,자귀,тесло,锛子,ооль,
vl2,vl112,chisel,끌,"зубило, долото",凿子,цүүц,
vl2,vl111,plane,대패,рубанок,刨子(工具),харуул,
vl1,vl110,axe,도끼,топор,斧子,сүх,
vl2,vl109,saw,톱,пила,锯子,хөрөө,
vl1,vl108,"nail, spike",못,гвоздь,钉子,хадаас,
vl2,vl107,hammer,망치,молоток,锤子(铁制的+),алх,
vl1,vl106,scythe,낫(긴+),коса,镰刀(长把的+),шимээсэг,
vl1,vl105,sickle,낫(짧은+),серп,镰刀(短把的+),хадуур,
vl2,vl104,"hoe, pick",괭이,мотыга,镐头,зээтүү,
vl2,vl103,hoe,호미,маленькая мотыга с короткой ручкой,锄头,богино иштэй зээтүү,
vl2,vl102,rake (n.),써레,борона,耙子,борной самнуур,
vl2,vl101,plow (n.),쟁기,плуг,犁(犁地的+),анжис,
vl3,vl100,tractor,트랙터,трактор,拖拉机,трактор,
vl3,vl099,sewer,수채,сточная труба,下水道,бохир усны хоолой,
vl3,vl098,upper floor,수조,бак для воды,水槽,усан сан,
vl3,vl097,lime (stone),석회,известь,石灰,шохой,
vl2,vl096,tile,기와,черепица,瓦(砖瓦的+),ваар,
vl2,vl095,brick,벽돌,кирпич,砖(砖瓦的+),тоосго,
vl2,vl094,under-floor heating system,온돌,пол с подогревом,炕(热炕的+),халуун ханз,
vl2,vl093,ancestrial shrine,사당,место поклонения предкам,庙(土地庙的+),тахилгын сүм,
vl1,vl092,castle,성(城),замок (дворец и крепость),城(城门的+),хэрэм,
vl2,vl091,"second floor, first floor",이층,второй этаж,二楼,хоёрдугаар давхар,
vl1,vl090,kitchen,부엌,кухня,厨房,гал тогоо,
vl2,vl089,staircase,계단,лестница,楼梯,шат,
vl2,vl088,garden,정원,сад,庭园,цэцэрлэг,
vl2,vl087,paint,페인트,краска (напр. для покрытия забора),油漆,будаг,
vl2,vl086,fence,울타리,забор,栅子,хашаа,
vl2,vl085,"hut, lodge",오두막,хижина,棚子,овоохой,
vl2,vl084,toilet/bathroom,변소,"уборная, туалет",厕所,"бие засах газар, жорлон",
vl2,vl083,vegetable garden,텃밭,огород,菜园子,гэрийн хажуу дахь тариалангийн талбай,
vl1,vl082,storehouse,창고,склад,仓库,амбаар,
vl2,vl081,puddle,구덩이,яма,坑(土坑的+),мухар нүх,
vl2,vl080,marshy house,진흙 집,дом из глины,泥房子,шавар байшин,
vl3,vl079,lintel,문미(문 또는 창문 위에 가로 댄 나무),притолока (верхняя горизонтальная перемычка оконного или дверного проёма),门楣/门梁,тотгоны мод,
vl3,vl078,threshold,문턱,порог,门坎,босго,
vl2,vl077,"clock, watch",시계,часы,表/钟(手表的+),цаг,
vl3,vl076,radio,라디오,радио,收音机,радио,
vl3,vl075,camera,카메라,фотоаппарат,照相机,зургийн аппарат,
vl1,vl074,glasses,안경,очки,眼镜儿,нүдний шил,
vl2,vl073,light,불빛,огонёк,灯光,галын гэрэл,
vl3,vl072,notebook,공책,тетрадь,本子(作业本子的+),дэвтэр,
vl3,vl071,post-card,엽서,открытка,明信片,ил захидал,
vl3,vl070,ticket,표(票),билет,票(车票的+),тасалбар,
vl3,vl069,label,표(標),ярлык,牌子/商标,тэмдэг,
vl2,vl068,mask,가면,маска,面具/假面,баг,
vl2,vl067,doll,인형,кукла,玩具娃娃,хүүхэлдэй,
vl2,vl066,toy,장난감,игрушка,玩具,тоглоом,
vl3,vl065,razor,면도칼,бритва,剃刀,сахлын тонгорог,
vl2,vl064,fan,부채,веер,扇子,дэвүүр,
vl2,vl063,oar,노(배의+),весло,桨(船桨的+),сэлүүр,
vl2,vl062,bag,가방,сумка,皮包,цүнх,
vl3,vl061,stage,무대,сцена,舞台,тайз,
vl3,vl060,foundation stone,주춧돌,краеугольный камень,阶石(地基用的+),суурь чулуу,
vl2,vl059,shelf,선반,полка,架子,тавиур,
vl1,vl058,ceiling,천장,потолок,天花板,адар тааз,
vl2,vl057,roof window (of pao),지붕 창,окно на крыше (чума),天窗,тооно,
vl3,vl056,girder,대들보,балка,梁(房梁的+),ноён нуруу,
vl3,vl055,roof timber,서까래,стропило ,椽子,унь,
vl3,vl054,board,널빤지,доска (плоский кусок дерева),木板,банз,
vl2,vl053,board,판(板),планка,板子,банз,
vl2,vl052,stick,지팡이,трость,拐棍/手杖,таяг,
vl2,vl051,strap,가죽 끈,лямка,皮条儿(捆东西的+),сур,
vl3,vl050,straw rope,새끼줄,верёвка (соломенная),草绳,сүрлэн дээс,
vl1,vl049,rope,밧줄,канат,大绳子/粗绳子,олс,
vl2,vl048,string,끈/줄,шнурок,绳子,үдээс,
vl2,vl047,lamp oil,등유,керосин,灯油,дэнгийн тос,
vl2,vl046,torch,횃불,факел,火炬,бамбар,
vl2,vl045,oil cup for lamp,등잔,светильник (с горящим маслом),煤油灯,дэнлүү,
vl1,vl044,lamp,등/등불,лампа,灯(电灯的+),дэн,
vl2,vl043,charcoal,숯,древесный уголь ,炭/木炭,модны нүүрс,
vl2,vl042,matches,성냥,спички,火柴,шүдэнз,
vl1,vl041,firewood,장작,дрова,柴火,түлээ мод,
vl2,vl040,stool,걸상(등받이가 없는),табуретка,凳子,бандан сандал,
vl1,vl039,chair,의자,стул,椅子,сандал,
vl2,vl038,desk,책상,письменный стол,书桌,бичгийн ширээ,
vl1,vl037,table,탁자,стол,桌子,ширээ,
vl2,vl036,drawer,서랍,ящик,抽屉,шургуулга,
vl2,vl035,trunk,큰 상자/궤,сундук,大箱子,авдар,
vl2,vl034,box,상자,коробка,箱子,хайрцаг,
vl2,vl033,wheel,바퀴,колесо,轮子,дугуй,
vl2,vl032,umbrella,우산,"зонт, зонтик",雨伞,шүхэр,
vl3,vl031,tool,도구,орудие,工具(总称）,багаж,
vl3,vl030,(straw) mat,멍석,рогожа,草席,дэрсэн дэвсгэр,
vl3,vl196,,자리(까는 것의 총칭)/돗자리,,席子,,
vl3,vl195,,돗자리,циновка,,,
vl3,vl029,mat,자리(까는 것의 총칭),подстилка,,дэвсгэр,
